id_Client,id_Localisation,id_typecard,Balance,EstimatedSalary,Point_Earned,Exited,Complain,Satisfaction_Score
15755196,19999,19998,131394.56,194365.77,567,1,1,2
15684171,19985,19994,155931.11,158338.39,884,0,0,1
15754849,19997,19996,109421.13,126517.46,296,0,0,1
15602280,19997,20000,112045.67,119708.21,779,1,1,3
15771573,19997,19996,137843.8,117622.8,730,1,1,1
15766205,19997,20000,103391.38,90878.13,960,0,0,3
15771873,19997,19996,103769.22,194099.12,268,0,0,1
15616550,19997,19996,116363.37,198059.16,829,0,0,4
15768193,19997,19996,146050.97,86424.57,665,0,0,3
15683553,19999,19998,0.0,116978.19,982,0,0,3
15702298,19997,19996,125561.97,164040.94,343,1,1,3
15569590,19997,20000,98495.72,40014.76,225,1,1,2
15760861,19999,19996,125211.92,113410.49,657,0,0,5
15630053,19999,19994,127864.4,87107.57,221,0,0,2
15647091,19997,19994,75888.2,45613.75,406,0,0,2
15623944,19985,19996,0.0,1643.11,549,1,1,5
15804771,19999,19994,40685.92,46775.28,954,0,0,4
15651280,19997,19998,136857.0,84509.57,823,0,0,4
15773469,19997,20000,152328.88,126494.82,769,0,0,5
15702014,19985,19994,56084.69,178798.12,481,0,0,5
15751208,19985,19996,78707.16,99398.36,903,0,0,4
15592461,19997,19994,109166.37,92840.67,882,0,0,3
15789484,19997,19998,169831.45,27758.36,379,0,1,5
15696061,19997,19994,101633.04,110431.51,469,0,1,3
15641582,19997,19994,123180.01,196673.28,683,0,1,3
15638424,19997,19998,150725.53,113656.85,770,0,1,1
15755648,19999,19996,98373.26,18203.0,985,0,0,5
15703793,19997,19998,133745.44,28373.86,725,1,1,4
15620344,19999,19994,0.0,33953.87,259,0,0,3
15812518,19985,19998,163607.19,44203.55,979,0,0,2
15779052,19997,19996,157780.84,58426.81,988,0,0,2
15770811,19999,19994,0.0,145562.4,833,0,0,2
15780961,19999,19994,178718.19,22388.0,527,0,0,1
15614049,19999,19996,0.0,139161.64,220,0,0,5
15662085,19999,19998,0.0,148210.64,983,0,0,4
15575185,19985,19996,77253.22,194239.62,582,0,0,3
15803136,19997,19996,122189.66,98301.61,281,0,0,3
15706021,19999,20000,96645.54,171413.66,798,0,0,3
15663706,19999,19996,0.0,136458.19,917,1,1,5
15641732,19999,20000,0.0,26019.59,255,0,0,2
15701164,19999,19996,90307.62,159235.3,511,0,0,4
15738751,19999,19996,0.0,1907.66,498,0,0,1
15805254,19985,20000,0.0,114675.75,651,0,0,5
15762418,19985,19996,121681.82,128643.35,852,1,1,2
15625759,19999,20000,0.0,151869.34,807,0,0,1
15622897,19999,19994,0.0,93251.42,470,1,1,3
15767954,19997,20000,81623.67,156791.36,659,0,0,1
15757535,19985,20000,0.0,174205.22,752,1,1,3
15731511,19999,19996,118626.55,147132.45,559,0,0,1
15809248,19999,19998,0.0,109614.57,375,0,0,2
15640635,19999,20000,0.0,172290.61,411,0,0,2
15676966,19985,20000,0.0,85982.47,722,0,0,4
15699461,19985,19998,176273.95,121277.78,231,0,0,1
15738721,19985,20000,102827.44,64595.25,488,0,0,5
15693683,19997,19998,97086.4,197276.12,965,0,0,2
15604348,19985,19996,0.0,99645.04,289,0,0,4
15633059,19999,19994,0.0,6534.18,449,0,0,1
15808582,19999,19996,0.0,161848.03,651,0,0,2
15743192,19999,20000,0.0,167162.44,520,0,0,2
15580146,19999,20000,82674.15,41970.72,234,0,0,4
15776605,19985,19996,0.0,60536.56,458,0,0,5
15804919,19985,19998,0.0,177655.69,915,1,1,2
15613854,19985,19998,107073.27,30984.59,299,1,1,3
15599195,19997,19998,88938.62,10054.53,838,0,0,4
15812878,19997,19994,99806.85,36976.52,786,0,0,5
15602312,19985,20000,150092.8,71862.79,509,0,0,3
15744689,19997,20000,92833.89,99449.86,328,1,1,3
15803526,19997,19996,90536.81,63082.88,347,0,0,4
15665790,19997,19996,108055.1,27231.26,534,0,0,5
15715951,19999,19994,100238.35,86797.41,709,0,0,5
15591100,19985,19996,106190.55,22994.32,749,0,0,4
15609618,19997,19994,154475.55,101300.94,541,1,1,5
15675522,19997,19998,132351.3,74169.13,736,0,0,2
15705512,19997,19996,167864.4,115638.29,529,0,0,4
15698028,19999,19998,0.0,31766.3,594,0,0,4
15661670,19997,19996,107818.63,199725.39,462,1,1,1
15600781,19997,19994,185173.81,120834.48,429,0,0,3
15682472,19999,19996,129433.34,38131.77,370,0,0,4
15580203,19985,19994,120193.42,100130.95,510,0,0,1
15690673,19999,20000,0.0,141069.88,638,0,0,4
15760085,19997,19998,126384.42,198129.36,462,0,0,1
15779659,19999,19998,0.0,183646.4,718,0,0,4
15627360,19999,20000,152603.45,110265.24,437,1,1,3
15671137,19999,20000,0.0,8636.05,485,1,1,4
15782688,19997,19994,148507.23,46824.08,410,1,1,3
15575492,19999,19994,0.0,171378.77,666,0,0,2
15591607,19999,19998,101827.07,167256.34,730,0,0,4
15740404,19999,19994,0.0,124226.16,375,0,0,2
15718369,19997,19998,130862.43,114935.21,411,0,0,5
15677871,19999,20000,122570.87,35608.88,595,0,0,4
15642004,19999,20000,0.0,16459.37,578,0,0,1
15712543,19997,19994,124828.46,124411.08,377,0,0,2
15584518,19997,19998,144895.05,34941.23,831,0,0,2
15802381,19997,19996,63663.93,167784.28,497,0,0,1
15610156,19999,19994,133463.1,93165.34,374,0,0,1
15594408,19985,20000,213146.2,75161.25,814,1,0,4
15640905,19985,19998,129490.36,8590.83,247,1,1,4
15698932,19997,19994,137452.1,189543.9,965,0,0,5
15724944,19999,19996,0.0,180427.23,912,0,0,3
15628145,19999,19998,125851.93,193318.33,462,0,0,4
15713483,19985,19998,0.0,159123.81,883,1,1,5
15612350,19999,19996,40915.55,126213.84,402,1,0,2
15800703,19985,19998,113157.22,54141.5,764,0,0,4
15705707,19985,19994,138296.94,141075.52,608,0,0,1
15754105,19999,19994,106967.18,24495.03,652,0,0,5
15703264,19999,19996,120681.63,74836.34,520,0,0,2
15794413,19999,19998,0.0,878.87,884,0,0,5
15650237,19985,19996,0.0,89520.75,800,0,0,1
15759618,19999,19998,0.0,149892.8,697,1,1,4
15811589,19985,19996,0.0,180800.42,427,0,0,2
15689044,19999,20000,127609.59,98646.22,620,0,0,1
15709368,19999,19994,0.0,109041.53,318,0,0,1
15679145,19985,19998,0.0,17941.16,701,1,1,1
15655007,19999,19994,0.0,82996.47,953,0,0,4
15623595,19985,19994,0.0,92067.35,635,0,0,5
15589975,19999,19994,97259.25,104719.66,250,0,0,1
15804017,19997,19996,123246.7,112687.57,662,0,0,3
15692132,19985,19998,101060.25,84699.56,666,0,0,2
15641122,19999,20000,0.0,83473.82,699,0,0,4
15630910,19999,19994,108007.36,47125.11,855,0,0,3
15680772,19985,19996,0.0,106977.8,534,0,0,5
15658929,19985,19994,133702.89,55582.54,388,1,1,1
15585388,19997,19998,125189.75,139874.44,612,0,0,5
15724623,19997,19994,113034.22,162503.48,801,1,1,2
15588537,19985,19994,109013.23,196499.95,561,0,0,1
15574692,19985,19994,0.0,40721.24,308,1,1,5
15611325,19997,19996,57929.81,53134.3,643,0,0,5
15587562,19999,19998,130114.39,164017.89,249,0,0,1
15613172,19997,19996,95826.49,155996.95,818,0,1,2
15651022,19997,19998,129608.57,5472.7,775,1,1,1
15586310,19999,20000,169462.1,112187.11,872,0,1,5
15625524,19999,20000,0.0,146457.83,435,0,0,3
15755209,19985,19996,133868.2,27286.1,415,0,0,2
15645248,19999,20000,0.0,130553.47,430,0,0,2
15790355,19997,19994,190479.48,179351.89,929,0,0,5
15762615,19985,19996,101993.12,94774.12,681,0,0,5
15625426,19997,19998,161608.81,8080.85,810,1,1,4
15716334,19985,19998,122311.21,19482.5,739,0,0,5
15789669,19999,19996,0.0,48071.61,280,0,0,1
15621075,19997,20000,162150.42,174531.27,250,0,0,2
15810845,19999,19994,0.0,55470.78,991,0,0,4
15719377,19999,19998,0.0,8546.87,482,1,1,2
15654506,19999,19994,0.0,95857.18,423,0,0,4
15771977,19999,19998,99010.67,194945.8,260,0,0,5
15708710,19985,19996,0.0,131521.72,642,0,0,5
15726676,19985,19994,0.0,196108.52,701,0,0,4
15587421,19997,19998,111388.18,148564.77,570,0,0,4
15726931,19999,19998,56214.85,92982.61,790,1,1,4
15771086,19999,19994,84327.77,17675.36,727,0,0,5
15756850,19999,19996,0.0,114996.43,909,0,0,3
15702741,19999,19998,93012.89,86957.42,799,0,0,2
15679200,19985,20000,61710.44,128077.8,520,0,0,1
15594815,19999,19996,174790.16,600.36,861,0,0,3
15635905,19985,19998,0.0,43001.46,512,0,0,5
15777892,19997,19994,107720.64,158591.12,478,0,0,1
15656176,19999,19994,0.0,47847.19,374,0,0,5
15811127,19999,19994,96423.84,10488.44,280,0,0,4
15604482,19985,20000,141040.02,5978.2,615,0,0,2
15622911,19999,19998,105420.18,121409.06,435,0,0,3
15600974,19985,19998,0.0,146145.94,509,1,1,5
15727868,19999,20000,129022.06,14374.86,321,1,1,4
15627801,19985,19994,176666.62,94670.77,726,0,0,1
15773039,19999,19998,0.0,179670.31,516,0,0,3
15755262,19985,19994,89763.84,199304.73,639,1,1,3
15679531,19999,19996,134954.53,151954.39,512,0,0,2
15684181,19999,19998,0.0,142513.5,730,1,1,3
15612087,19999,20000,106376.85,158264.62,244,0,0,3
15752047,19997,19994,161814.64,169381.9,292,0,0,3
15624592,19999,19998,0.0,169915.02,245,0,0,3
15573152,19999,20000,0.0,88852.47,848,0,0,3
15594917,19999,19996,63095.01,40645.81,974,0,0,3
15785542,19997,20000,118287.01,60427.3,958,0,0,4
15723488,19997,19998,106854.21,157959.02,629,1,1,3
15680920,19999,20000,49512.55,133007.34,310,0,0,3
15786308,19985,19996,0.0,176576.62,621,0,0,1
15659366,19999,20000,105799.32,34888.04,924,1,1,4
15774854,19999,19994,0.0,28737.71,359,1,1,2
15725311,19999,19996,114722.05,98178.57,811,0,0,5
15787155,19985,20000,0.0,125010.24,583,0,0,4
15727829,19999,19996,0.0,167984.61,959,0,0,5
15733247,19999,19996,0.0,4861.72,359,1,1,1
15568748,19997,19994,99564.22,108872.45,901,1,1,3
15699029,19999,19998,170557.9,198252.88,729,0,0,5
15774393,19999,20000,0.0,26960.31,829,0,0,5
15676895,19997,19996,74596.15,85746.52,790,1,1,4
15637753,19997,20000,96888.39,77206.25,756,1,1,2
15605461,19997,19998,130830.22,61048.53,873,0,0,4
15808473,19999,19996,0.0,111981.19,865,0,0,3
15627000,19999,19998,0.0,62232.6,690,0,0,5
15787174,19999,19994,0.0,156105.03,722,0,0,4
15723886,19997,20000,119714.25,150135.38,535,0,0,4
15704769,19999,19996,113978.97,93146.11,580,0,0,5
15772896,19997,19998,100160.75,33462.94,709,1,1,3
15711540,19999,19998,0.0,144375.0,930,0,0,4
15764866,19997,20000,116220.5,55803.96,264,1,1,4
15794056,19999,20000,0.0,89048.46,943,1,1,1
15795149,19999,19994,81173.83,162812.16,388,0,0,2
15812009,19985,19998,0.0,136259.66,248,0,0,5
15651001,19997,19998,116803.8,124052.97,763,0,0,2
15813844,19999,20000,105961.68,74158.8,619,0,0,1
15596175,19997,19996,117411.6,45071.09,815,1,1,2
15576269,19985,20000,0.0,62030.06,566,0,0,4
15797219,19999,19998,123497.58,131953.23,774,1,1,5
15685500,19997,19994,152400.52,79414.0,695,0,0,1
15599792,19999,19994,0.0,199638.56,902,0,0,5
15657566,19997,19998,103097.85,157577.3,532,0,0,2
15772423,19997,20000,126418.14,134420.75,718,1,1,2
15628112,19997,19994,77846.9,99805.99,895,0,0,5
15753754,19985,20000,0.0,97932.68,749,0,0,4
15793726,19999,20000,0.0,170968.98,333,0,0,5
15694717,19997,20000,79731.91,57558.95,866,0,0,4
15665834,19985,19996,0.0,176713.47,671,0,0,3
15765297,19985,19998,0.0,34283.23,670,0,0,4
15636684,19999,19998,0.0,198637.34,768,0,0,4
15592979,19997,19996,37266.67,156917.12,565,0,0,3
15750803,19999,19996,127992.25,50457.2,483,0,0,1
15607178,19997,19998,54901.01,140075.55,926,0,0,2
15713853,19997,20000,108748.08,65323.11,932,0,0,1
15673481,19985,20000,99906.19,64323.24,901,0,0,4
15686776,19999,19998,184686.4,14956.44,299,0,0,3
15673693,19999,19994,110654.02,111879.21,899,0,0,2
15700696,19985,19994,79019.8,18606.23,467,0,0,4
15813163,19985,19994,99240.51,123137.01,717,0,0,1
15653857,19999,20000,0.0,148528.23,549,0,0,1
15777076,19999,19998,0.0,13898.31,545,0,0,1
15717398,19985,19998,0.0,81259.25,716,1,1,2
15799217,19997,19996,52436.2,161051.75,650,0,0,2
15787071,19985,19994,0.0,191599.67,693,0,0,4
15619955,19997,19994,100337.96,48559.19,759,1,1,4
15796505,19997,19998,149297.19,186339.73,946,0,0,2
15725166,19999,19998,0.0,33159.37,402,0,0,5
15800116,19997,19994,145605.44,93883.53,465,0,0,3
15758685,19985,19998,0.0,110899.3,799,0,0,1
15694456,19999,19996,0.0,11199.04,600,1,1,3
15767339,19999,19994,0.0,189992.97,306,0,0,2
15683562,19999,19996,84026.86,164255.69,635,0,0,3
15782210,19999,19994,0.0,152167.8,747,1,1,2
15668893,19999,19994,0.0,33949.67,424,0,0,3
15669169,19985,20000,0.0,68143.93,913,0,0,2
15643024,19997,19998,138718.92,47251.79,751,1,1,1
15699389,19999,20000,118274.71,25885.72,899,0,0,3
15708608,19999,19994,174185.98,192633.84,219,0,0,3
15626144,19999,19996,113208.86,34577.36,587,0,0,3
15573112,19985,19996,103907.28,161229.84,861,0,0,2
15790678,19999,19994,119023.28,100816.29,278,0,0,1
15727556,19985,19994,166297.89,181694.44,526,0,0,1
15697307,19985,19994,0.0,79078.91,632,0,0,2
15652266,19997,19996,63227.0,137316.31,301,0,0,3
15607098,19985,20000,94521.17,194926.86,806,0,0,1
15655774,19999,19994,0.0,51285.49,250,0,0,1
15590241,19985,19994,112822.26,150401.53,563,1,1,2
15785819,19999,20000,0.0,112491.96,861,0,0,1
15723654,19999,19994,135903.33,73656.38,790,0,0,4
15774510,19999,19994,125169.26,106636.89,669,0,0,3
15684173,19985,19996,0.0,155853.52,336,1,1,2
15650068,19999,19998,149117.31,162599.52,517,0,0,1
15811490,19999,19994,0.0,103737.82,499,0,0,4
15803976,19999,19996,0.0,160990.27,673,0,0,3
15682541,19985,19996,132311.7,15462.84,268,0,0,2
15695699,19999,19994,0.0,10334.05,809,0,0,5
15624188,19999,19998,0.0,190686.16,460,0,0,5
15812191,19999,19996,118082.89,94440.45,221,0,0,4
15636673,19999,19996,119266.69,28257.63,730,0,0,2
15594898,19999,20000,0.0,170034.95,777,1,1,2
15660211,19997,19996,156847.3,31824.29,837,0,0,4
15773972,19999,20000,137104.47,127166.49,958,1,1,1
15746726,19997,19994,78398.69,44937.01,809,0,0,4
15712287,19999,19998,0.0,188603.06,662,0,0,1
15702919,19997,19998,63669.42,145111.38,484,0,0,2
15674398,19999,19998,0.0,171463.83,737,0,0,2
15797960,19997,19996,135296.33,182822.5,486,0,0,1
15631868,19985,19996,153804.44,87213.33,252,0,0,3
15581539,19985,19996,0.0,57175.32,275,0,0,4
15662736,19999,20000,147069.78,120540.83,245,1,1,1
15666252,19985,19994,0.0,28714.34,361,0,0,4
15677512,19985,20000,0.0,85426.28,483,0,0,4
15626114,19999,19998,95741.75,46170.75,352,0,0,2
15810834,19985,19994,145965.33,64448.36,337,0,0,5
15678910,19999,19996,141441.75,16278.97,597,0,0,1
15694408,19999,19996,139290.4,182855.42,381,1,1,1
15585215,19999,19994,0.0,50404.72,668,0,0,3
15682757,19999,20000,0.0,107640.25,245,0,0,4
15736601,19999,19994,144428.88,134132.66,495,0,0,2
15601848,19999,20000,0.0,103480.69,378,0,0,4
15736008,19999,19996,95441.27,108761.05,568,1,1,1
15669064,19997,19994,144848.73,179012.3,731,0,0,5
15624528,19997,19998,116244.14,95145.14,837,0,0,2
15598493,19999,19998,0.0,72143.44,829,0,0,1
15601274,19985,20000,146502.06,19162.89,230,0,0,3
15702669,19997,20000,117028.6,144680.19,919,0,0,4
15728669,19997,19994,112013.81,177772.03,641,1,1,4
15742668,19985,20000,108269.37,5597.94,457,0,0,2
15697441,19999,19998,182123.8,116828.51,583,1,1,4
15740476,19997,19994,150923.73,174652.52,849,0,0,2
15648064,19999,20000,0.0,2010.98,720,0,0,3
15636624,19985,19996,165272.12,14109.85,317,1,1,3
15807923,19997,20000,115301.31,43527.4,465,1,1,5
15745844,19997,19998,129502.49,86099.23,269,1,1,4
15786170,19999,19996,118342.26,161574.19,391,0,0,3
15681081,19985,19994,0.0,38970.14,373,0,0,4
15684484,19999,19994,0.0,127587.22,251,0,0,3
15785869,19999,19994,0.0,30380.12,237,0,0,2
15763859,19999,19996,0.0,90908.95,645,0,0,2
15658935,19997,19996,106937.05,138275.02,624,0,0,3
15747358,19997,19994,170331.38,32171.79,838,0,0,5
15735203,19997,19998,114510.85,126143.23,224,0,0,4
15576256,19999,20000,0.0,129892.93,343,0,0,4
15659420,19985,20000,107594.11,102416.84,683,0,0,3
15593365,19985,19998,81273.13,18719.67,929,0,0,5
15777352,19985,19994,169399.6,61936.22,234,0,0,4
15812007,19985,20000,0.0,78358.94,723,0,0,3
15625461,19999,19994,187841.98,147224.27,482,0,0,1
15739438,19999,20000,0.0,160979.66,231,0,0,4
15611759,19985,19998,126776.3,132298.48,244,0,0,3
15661629,19985,19998,126436.29,174248.52,973,1,1,3
15633950,19999,19996,101960.74,123547.28,463,0,0,5
15592386,19999,20000,0.0,32790.02,253,0,0,5
15803716,19985,19996,0.0,181543.67,241,0,0,3
15696674,19997,19994,150842.94,2319.96,537,1,1,5
15706365,19999,20000,102535.57,189543.19,332,0,0,5
15745088,19997,19994,99027.61,10940.4,390,0,0,5
15676715,19999,19994,0.0,199493.38,763,0,0,4
15613085,19985,19998,0.0,188193.25,240,0,0,4
15633537,19997,19994,87271.41,172572.64,978,0,0,1
15594720,19997,20000,102742.91,189339.6,366,0,0,5
15684042,19997,20000,40105.51,53512.16,356,0,0,3
15583303,19999,19996,152265.44,34004.44,907,0,0,1
15611579,19985,19996,141947.67,10598.29,687,0,0,3
15774696,19997,19994,106307.91,113428.77,703,0,0,2
15694506,19997,20000,107884.81,183487.98,388,0,0,2
15688074,19997,20000,125013.72,187658.1,579,0,0,2
15759537,19997,19998,58469.37,172459.39,793,0,0,2
15758449,19999,19998,0.0,21016.0,828,0,0,3
15583456,19997,19998,117231.63,122381.02,291,1,1,2
15667871,19985,19998,152390.27,128123.66,951,0,0,4
15677371,19985,20000,34013.63,19570.63,952,0,0,2
15629677,19985,19998,0.0,188150.6,616,1,1,2
15713578,19999,19996,0.0,111020.24,706,0,0,5
15591509,19999,20000,101583.11,123775.15,423,0,0,2
15568240,19997,19998,77168.87,146700.22,552,0,0,5
15622993,19997,20000,124695.72,145251.34,665,0,0,3
15689294,19997,19994,105934.96,82463.69,351,0,0,3
15720910,19999,20000,0.0,15928.49,906,0,0,3
15721181,19985,20000,0.0,45886.33,406,0,0,4
15776433,19985,19998,0.0,186489.95,594,0,0,4
15748936,19985,19994,0.0,162922.66,815,0,0,1
15717225,19999,19994,161525.95,9262.77,458,0,0,2
15685226,19997,19996,147199.06,84932.4,886,0,0,3
15785611,19997,19996,183102.3,71557.12,833,0,0,3
15573456,19985,19998,127209.0,77405.95,932,1,1,4
15684548,19985,19998,0.0,417.41,632,1,1,3
15620505,19985,20000,97378.54,71405.17,431,0,0,2
15807432,19997,19994,136925.1,153400.23,739,0,0,3
15584766,19999,19996,54503.55,371.05,362,0,0,5
15612187,19997,19996,155726.84,67789.99,309,0,0,2
15762218,19999,19998,0.0,145894.9,513,0,0,2
15646372,19999,20000,135842.4,183840.52,302,1,1,2
15690452,19999,20000,63349.75,108887.44,437,0,0,2
15747795,19997,19996,129499.42,154071.27,337,0,0,5
15781589,19985,19996,0.0,179291.84,629,0,0,5
15732674,19985,19998,70438.01,56937.43,858,0,0,4
15642291,19999,19996,0.0,112239.03,543,0,0,2
15692761,19999,20000,0.0,45909.87,939,0,0,1
15578045,19985,19998,141434.05,173779.25,797,1,1,5
15745354,19985,19996,0.0,125696.26,629,0,0,4
15701376,19997,19996,152958.3,159585.61,743,0,0,2
15691625,19997,20000,138306.34,106761.47,767,0,0,5
15566594,19985,19996,0.0,129590.18,246,0,0,2
15760431,19999,19994,0.0,80006.65,480,0,0,2
15686302,19985,19998,124328.84,140451.52,924,0,0,5
15801559,19997,19998,181461.48,187929.44,430,1,1,3
15810432,19985,20000,0.0,167155.36,708,0,0,2
15809616,19985,19994,0.0,191420.7,701,0,0,4
15720559,19997,20000,110368.03,11384.45,982,1,1,2
15695632,19999,20000,89588.35,94898.1,827,0,0,1
15659843,19999,20000,0.0,106781.59,597,0,0,4
15615624,19999,20000,0.0,159508.52,468,0,0,1
15810418,19997,20000,115924.89,93524.19,523,1,1,3
15716186,19999,19996,0.0,87168.46,650,0,0,2
15674551,19997,19998,111756.5,8128.32,567,1,1,2
15622834,19999,20000,0.0,125518.32,749,0,0,1
15566111,19999,19994,0.0,48963.59,390,0,0,3
15784597,19999,19998,162923.84,98368.24,922,0,0,5
15652883,19997,19998,124576.65,148584.61,560,0,0,5
15806964,19999,20000,80793.58,27474.81,994,0,0,2
15576313,19997,19994,71340.09,76192.21,530,0,0,4
15806467,19997,19996,99282.63,134600.94,818,1,1,2
15597602,19997,19994,137946.39,72467.99,367,1,1,5
15743040,19997,20000,127892.57,199645.45,393,0,0,4
15705521,19997,20000,101084.36,42749.85,860,0,0,5
15595039,19997,19998,114754.08,136050.44,958,1,1,5
15799384,19999,19994,0.0,73564.44,576,0,0,4
15581197,19999,19996,99286.98,85578.63,887,0,0,5
15693737,19997,20000,79871.02,129826.89,396,0,0,4
15624623,19999,19998,104088.59,119666.0,565,0,0,1
15783501,19999,19996,168190.33,68052.08,874,0,0,3
15690134,19997,19996,85679.25,164104.73,665,0,0,3
15782735,19999,19996,0.0,80190.36,680,0,0,5
15611088,19999,20000,0.0,84126.75,319,0,0,1
15672145,19999,19996,121551.58,70179.0,351,0,0,3
15732628,19999,20000,122220.19,118024.1,781,0,0,3
15787470,19985,20000,116528.15,145704.19,918,1,1,2
15803406,19999,19998,77780.29,183049.4,340,0,0,3
15730460,19999,19998,0.0,120906.83,625,0,0,4
15644572,19999,20000,125832.2,100433.83,923,0,0,3
15694860,19999,19994,68065.8,138777.0,543,1,1,5
15658169,19985,19998,127299.34,124694.99,859,0,0,2
15794396,19997,19998,174937.64,40084.32,794,0,0,5
15785798,19999,19998,0.0,119232.33,241,0,0,2
15710825,19985,19998,110071.1,43921.36,702,0,0,3
15668444,19985,19994,139432.38,62222.81,816,0,0,4
15726631,19999,19996,127357.76,56577.0,404,0,0,4
15733797,19999,19998,0.0,164253.34,299,0,0,4
15747960,19999,19996,0.0,7666.73,855,0,0,1
15634632,19999,20000,0.0,68487.51,886,0,0,4
15707362,19997,19998,95556.31,199273.98,774,1,1,4
15662976,19985,20000,0.0,186062.36,699,0,0,1
15732778,19997,19998,111681.98,195711.16,977,0,0,3
15718443,19999,19996,0.0,36692.17,426,0,0,1
15670039,19985,20000,108738.71,106920.57,595,0,0,3
15773792,19999,20000,133950.38,48725.68,368,1,1,1
15613786,19985,19996,0.0,167036.94,261,0,0,3
15726032,19999,19998,89968.69,68777.26,614,0,0,3
15663252,19985,20000,0.0,18924.92,765,0,0,4
15593782,19997,19998,130878.75,71905.77,961,1,1,4
15633283,19999,19998,0.0,64833.28,345,0,0,2
15749167,19999,19998,0.0,184843.77,330,0,0,1
15759298,19985,19994,134169.62,176730.02,863,0,0,5
15683625,19999,20000,149762.08,20629.4,371,1,1,3
15635367,19999,20000,93844.69,28415.36,282,0,0,1
15681705,19999,19996,0.0,77231.27,937,0,0,2
15603156,19999,19998,0.0,102750.7,722,0,0,2
15591986,19997,19996,141078.38,34580.8,956,1,1,2
15798888,19997,19996,117992.59,183598.77,496,0,0,2
15809722,19999,20000,100812.33,147358.27,927,0,0,2
15677538,19999,19996,0.0,108469.2,550,0,0,5
15797736,19999,19998,80262.6,20612.82,420,0,0,2
15695585,19985,20000,156478.62,181196.77,760,0,0,3
15744398,19999,19994,0.0,160249.1,225,0,0,1
15750658,19999,19996,0.0,110783.28,860,0,0,4
15578186,19997,19998,115217.99,144995.33,882,0,0,1
15676519,19985,20000,0.0,150227.84,683,1,1,4
15637954,19999,19998,155470.55,53718.28,500,0,0,4
15758639,19999,19994,0.0,75248.3,516,0,0,2
15613772,19999,19994,135096.77,14353.43,328,1,1,2
15731744,19999,20000,0.0,130486.57,751,0,0,4
15807709,19997,19998,180075.22,100127.71,652,0,0,1
15714689,19985,19994,97541.24,196356.17,850,0,0,2
15699005,19999,20000,156067.05,9983.88,678,0,0,4
15624170,19999,19998,81550.94,118974.77,860,0,0,4
15725679,19999,19996,0.0,194998.34,510,1,1,2
15585865,19999,19994,170061.92,134901.34,954,1,1,5
15804256,19997,20000,92310.54,72924.56,547,0,0,3
15662403,19999,19996,169089.38,101057.95,238,0,0,5
15733616,19999,19996,80613.93,142838.64,314,0,0,1
15591995,19997,19996,121581.56,127059.04,595,0,0,5
15677020,19999,20000,0.0,116503.92,257,1,1,2
15727688,19985,20000,0.0,54405.79,850,0,0,4
15715941,19999,19994,0.0,88721.84,552,0,0,3
